0134f9f410c65ad0e8c2254a7e9288670e02a183,7.3806524
035f97702f2c01d26ab1fae8f39ea2f98a0caa3c,7.4148984
06024da8147b5cf6105beb4c403f67cf1ff0aea1,9.930064
0aaebc88f6106684d6993c156104c1ef36cf94e0,7.323292
0bf111a9caedf02804f6991792490e63bc21058a,9.589968
0d815307d5307124d148bbebfb41497230c4bd15,10.145142
0eb93817d6eb3d5bd3e44dbc75971eea193b924f,8.431986
12887fd9a4df4ba9b88a71f3fb1d2502a75995dd,9.698907
137ffd846ed245676a14f1d5e8676a4ef646182b,7.381955
138c5848f009c004f0b8e2379316d5ec18332ff8,6.1586556
209d7c77e7a150b6990a3372f7cb24da0c0e7e07,11.167938
2383a9a33025aa8759fee9a890f6420df0fc8b47,8.782993
248ff20c10b7d18c30fc84ce214936f5bb440e6e,8.04538
2855b4b4d03c37c94117e615a25e0e321ec8d77a,9.894549
2fa311a94bc0da6d97955730d071ad6fcc770bfd,8.081533
326a025b5c23347b9eb2c5ceae75a5908a461f69,8.036919
339fff79c43561c995b29972a962ccec846c599f,7.9456425
36dbfe4759f861ee72011812df2178cbbfd736a1,8.033158
39713cf2db02601e4bd6360ba70f8013c0433f48,7.829716
3d4f612148056feeb651f4711c1f640f5015101a,6.528467
410357eb9129023509cfaf8d38be61c050bb3b05,2.8867097
4dcdd4c95ba88786172619ebea8aad4ec757a150,8.374204
4df58b4a53afe49f40e1c054f9a2e8553352e254,7.831265
4f571f241bb2d884216b4712cdcd482e310a718a,7.621114
508e0627871ed482bd8ab34544e43e5d856a889c,7.622528
50f17ae2d9048b293cc969aa8668b365f9773f1b,7.3928494
5235e36e00b0e927e6ce9f6f771ef92915857989,7.563038
529d7e5b25e40c18bb7ea49be0963ed7f3e288ea,9.539175
541270fc6468b9399001ee5a8bfa0cd380e1db60,8.140441
549b4b9f5408631f8a062a6a3b71c496646ee0fb,7.3633075
55ef1cb9ba9a618396f8f82aefdc261d00864381,8.224111
59b2a9ae92876d8ce54309fe82bb92d7cffbc794,7.324472
5b023883ac089df249ef06f7c8c4398f37e1c55d,6.533551
5c67cd01bb445f9b80d30f2c551d0d42776898fe,8.065312
61c0c30e1af44a3ad57880bfab7a88591a434b92,7.389558
6434afe6261c6f3f4fdbad511a2db8ef090f8c07,6.5279074
67212308d026508fd5b6942ffbbdd7b0be2e89de,5.6845555
67f697ac574661dca982dcd95ba358bde5b48a8e,6.5700474
7186e8a3fb8c0322eee7e354ed8f1669885f6774,1.3879604
72a34636b5a1de1c3796e43d5abc564b4d0803e7,8.013636
737dd3b5a70f36e8bb79f4c5cf86c7ccfb1e7d55,7.77528
73c38d8466f153b974c09c066d1469f63b856d07,9.669922
73ec1e02101d9e26fb75fe8580eec218d09ba78b,6.5614357
7494b38c6d82b590c4afa6cc975f583f51395177,7.5847006
